JLCPCB Basic & Promotional Extended parts: $0 feeder loading fee in Economic PCBA. Fetched 2026-09-16 via the parts API
(componentLibraryType=base + preferredComponentFlag=true + searchType=2). 1586 parts: 351 Basic, 1235 Promotional Extended.
columns: LCSC# | type | MPN | brand | package | price@1 | price@100 USD | stock | description

== 555 Timers / Counters (1)
C42406063  | Promo | GBJL1506                     | hongjiacheng       | GBJ            | 0.5892 | 0.4874 |    2906 | -55℃~+150℃ 10uA 15A 380A 600V 920mV@7.5A Single-Phase Rectifier GBJ Bridge Rectifiers ROHS
C42406059  | Promo | GBJL1508                     | hongjiacheng       | GBJ            | 1.1017 | 0.8541 |     315 | -55℃~+150℃ 10uA 15A 380A 800V 920mV@7.5A Single-Phase Rectifier GBJ Bridge Rectifiers ROHS
C42406058  | Promo | GBJL1508A                    | hongjiacheng       | GBJ            | 1.2991 | 1.0202 |     139 | -55℃~+150℃ 10uA 15A 420A 800V 900mV@7.5A Single-Phase Rectifier GBJ Bridge Rectifiers ROHS
C42406074  | Promo | GBP310                       | hongjiacheng       | GBP            | 0.1345 | 0.1077 |   19484 | -55℃~+150℃ 1.1V@3A 10uA 1kV 3A 90A Single-Phase Rectifier GBP Bridge Rectifiers ROHS
C42406075  | Promo | GBP410A                      | hongjiacheng       | GBP            | 0.2165 | 0.1707 |     985 | -55℃~+150℃ 1.1V@4A 10uA 135A 1kV 4A Single-Phase Rectifier GBP Bridge Rectifiers ROHS
C42406071  | Promo | GBU1010                      | hongjiacheng       | GBU            | 0.2810 | 0.1991 |    5065 | -55℃~+150℃ 1.05V@5A 10A 10uA 1kV 200A Single-Phase Rectifier GBU Bridge Rectifiers ROHS
C42406066  | Promo | GBU1510                      | hongjiacheng       | GBU            | 0.2950 | 0.2338 |    2914 | -55℃~+150℃ 1.1V@7.5A 10uA 15A 1kV 220A Single-Phase Rectifier GBU Bridge Rectifiers ROHS
C42406069  | Promo | GBU2510                      | hongjiacheng       | GBU            | 0.3410 | 0.2715 |    4028 | -55℃~+150℃ 1.1V@12.5A 10uA 1kV 25A 350A Single-Phase Rectifier GBU Bridge Rectifiers ROHS
C42406064  | Promo | GBU406A                      | hongjiacheng       | GBU            | 0.3398 | 0.2766 |     220 | GBU Bridge Rectifiers ROHS
C42406068  | Promo | GBU410A                      | hongjiacheng       | GBU            | 0.2923 | 0.2291 |     791 | -55℃~+150℃ 1.1V@4A 10uA 135A 1kV 4A Single-Phase Rectifier GBU Bridge Rectifiers ROHS
C42406065  | Promo | GBU606                       | hongjiacheng       | GBU            | 0.2486 | 0.1719 |    1469 | -55℃~+150℃ 1.1V@3A 10uA 150A 600V 6A Single-Phase Rectifier GBU Bridge Rectifiers ROHS
C42406067  | Promo | GBU610                       | hongjiacheng       | GBU            | 0.2509 | 0.1970 |     796 | -55℃~+150℃ 1.1V@3A 10uA 150A 1kV 6A Single-Phase Rectifier GBU Bridge Rectifiers ROHS
C42406072  | Promo | GBU808                       | hongjiacheng       | GBU            | 0.1914 | 0.1677 |    1896 | -55℃~+150℃ 1.1V@8A 10uA 175A 800V 8A Single-Phase Rectifier GBU Bridge Rectifiers ROHS
C42406070  | Promo | GBU810                       | hongjiacheng       | GBU            | 0.2760 | 0.2185 |     726 | -55℃~+150℃ 1.1V@8A 10uA 175A 1kV 8A Single-Phase Rectifier GBU Bridge Rectifiers ROHS
C42406073  | Promo | KBJ410                       | hongjiacheng       | KBJ            | 0.2854 | 0.2230 |    2525 | -55℃~+150℃ 1.1V@4A 10uA 135A 1kV 4A Single-Phase Rectifier KBJ Bridge Rectifiers ROHS
C2488      | Basic | MB10S-50MIL                  | MDD(Microdiode Sem | MBS            | 0.0261 | 0.0261 |  778995 | -55℃~+150℃ 1.1V@400mA 1A 1kV 35A 5uA@1kV Single-Phase Rectifier MBS Bridge Rectifiers ROHS
C42406053  | Promo | MSB30M                       | hongjiacheng       | UMSB           | 0.0928 | 0.0740 |    4391 | -55℃~+150℃ 1.1V@3A 100A 1kV 3A 5uA Single-Phase Rectifier UMSB Bridge Rectifiers ROHS

== Buffers, Drivers, Receivers, Transceivers (1)
C5625      | Promo | 74HC245D,653                 | Nexperia           | SOIC-20-300mil | 0.2100 | 0.1610 |   61930 | -40℃~+125℃ 1 160uA 2V~6V 7.8mA 7.8mA 74HC 8 9ns@4.5V,50pF Bidirectional Tri-State SOIC-20-300mil Buffers, Driv

== CAN Transceivers (2)
C12084     | Promo | SN65HVD230DR                 | Texas Instruments  | SOIC-8         | 0.6394 | 0.3934 |   88399 | -40℃~+85℃ 1 17mA 1Mbps 370uA 3V~3.6V CAN Transceiver Low-power mode、Wake-up function、ESD protection、Thermal sh
C6952      | Promo | TJA1050T/CM,118              | NXP Semicon        | SOP-8          | 0.8180 | 0.5093 |   60991 | 1Mbps 4.75V~5.25V 50mA CAN Transceiver SOP-8 CAN Transceivers ROHS

== Charge Pumps (1)
C7881      | Promo | ICL7660AIBAZA-T              | RENESAS            | SOIC-8         | 0.9512 | 0.6347 |   21464 | -12V~-1.5V -40℃~+85℃ 1.5V~12V 100uA 8kHz 97Ω 98% Inverted SOIC-8 Charge Pumps ROHS

== Chip Resistor - Surface Mount (293)
C17168     | Basic | 0402WGF0000TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0025 | 0.0025 | 11375330 | -55℃~+155℃ 0Ω 50V 62.5mW Thick Film Resistor ±1% ±800ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25076     | Basic | 0402WGF1000TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0035 | 0.0035 | 3291576 | -55℃~+155℃ 100Ω 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C11702     | Basic | 0402WGF1001TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0021 | 0.0021 | 11759531 | -55℃~+155℃ 1kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25744     | Basic | 0402WGF1002TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0030 | 0.0030 | 27820091 | -55℃~+155℃ 10kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25741     | Basic | 0402WGF1003TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0024 | 0.0024 | 11303004 | -55℃~+155℃ 100kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C26083     | Basic | 0402WGF1004TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0023 | 0.0023 | 2698244 | -55℃~+155℃ 1MΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C26082     | Promo | 0402WGF1005TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0007 | 0.0007 |       2 | -55℃~+155℃ 10MΩ 50V 62.5mW Thick Film Resistor ±1% ±200ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25077     | Basic | 0402WGF100JTCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0028 | 0.0028 | 2537552 | -55℃~+155℃ 10Ω 50V 62.5mW Thick Film Resistor ±1% ±200ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25086     | Promo | 0402WGF100KTCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0038 | 0.0038 |   83145 | -55℃~+155℃ 1Ω 50V 62.5mW Thick Film Resistor ±1% ±200ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25079     | Basic | 0402WGF1200TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0038 | 0.0038 | 1003660 | -55℃~+155℃ 120Ω 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25862     | Promo | 0402WGF1201TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0025 | 0.0025 |  223265 | -55℃~+155℃ 1.2kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25752     | Basic | 0402WGF1202TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0035 | 0.0035 |  686528 | -55℃~+155℃ 12kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25750     | Promo | 0402WGF1203TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0012 | 0.0012 |  808226 | -55℃~+155℃ 120kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25082     | Promo | 0402WGF1500TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0018 | 0.0018 |  250021 | -55℃~+155℃ 150Ω 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25867     | Basic | 0402WGF1501TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0028 | 0.0028 | 2483284 | -55℃~+155℃ 1.5kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25756     | Basic | 0402WGF1502TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0018 | 0.0018 | 1679444 | -55℃~+155℃ 15kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25755     | Promo | 0402WGF1503TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0048 | 0.0048 |  346691 | -55℃~+155℃ 150kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25762     | Promo | 0402WGF1802TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0015 | 0.0015 |  642933 | -55℃~+155℃ 18kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25087     | Basic | 0402WGF2000TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0028 | 0.0028 | 2968869 | -55℃~+155℃ 200Ω 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C4109      | Basic | 0402WGF2001TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0031 | 0.0031 | 7768362 | -55℃~+155℃ 2kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25765     | Basic | 0402WGF2002TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0022 | 0.0022 | 1759417 | -55℃~+155℃ 20kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25764     | Basic | 0402WGF2003TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0019 | 0.0019 | 2024140 | -55℃~+155℃ 200kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25091     | Basic | 0402WGF2200TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0034 | 0.0034 | 1560942 | -55℃~+155℃ 220Ω 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25879     | Basic | 0402WGF2201TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0038 | 0.0038 | 1234500 | -55℃~+155℃ 2.2kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25768     | Basic | 0402WGF2202TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0038 | 0.0038 |  853744 | -55℃~+155℃ 22kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25767     | Promo | 0402WGF2203TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0023 | 0.0023 |  132872 | -55℃~+155℃ 220kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25092     | Basic | 0402WGF220JTCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0028 | 0.0028 | 6472004 | -55℃~+155℃ 22Ω 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25882     | Promo | 0402WGF2401TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0018 | 0.0018 |  304558 | -55℃~+155℃ 2.4kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25769     | Promo | 0402WGF2402TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0045 | 0.0045 |       0 | -55℃~+155℃ 24kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25771     | Promo | 0402WGF2702TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0018 | 0.0018 |  407812 | -55℃~+155℃ 27kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25102     | Promo | 0402WGF3000TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0020 | 0.0020 |  862555 | -55℃~+155℃ 300Ω 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25774     | Promo | 0402WGF3003TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0031 | 0.0031 |  184623 | -55℃~+155℃ 300kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25104     | Basic | 0402WGF3300TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0040 | 0.0040 | 1522938 | -55℃~+155℃ 330Ω 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25890     | Basic | 0402WGF3301TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0035 | 0.0035 | 2394077 | -55℃~+155℃ 3.3kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25779     | Basic | 0402WGF3302TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0089 | 0.0089 | 1414880 | -55℃~+155℃ 33kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25778     | Promo | 0402WGF3303TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0031 | 0.0031 |  182292 | -55℃~+155℃ 330kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25105     | Basic | 0402WGF330JTCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0039 | 0.0039 | 2019603 | -55℃~+155℃ 33Ω 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C51721     | Promo | 0402WGF3901TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0017 | 0.0017 |  134037 | -55℃~+155℃ 3.9kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25783     | Promo | 0402WGF3902TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0025 | 0.0025 |  293191 | -55℃~+155℃ 39kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25117     | Basic | 0402WGF4700TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0027 | 0.0027 | 1289026 | -55℃~+155℃ 470Ω 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25900     | Basic | 0402WGF4701TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0028 | 0.0028 | 17894122 | -55℃~+155℃ 4.7kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25792     | Basic | 0402WGF4702TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0026 | 0.0026 | 6020241 | -55℃~+155℃ 47kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25790     | Promo | 0402WGF4703TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0032 | 0.0032 |  377241 | -55℃~+155℃ 470kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25118     | Promo | 0402WGF470JTCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0035 | 0.0035 |  532131 | -55℃~+155℃ 47Ω 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25897     | Promo | 0402WGF4992TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0029 | 0.0029 |   88845 | -55℃~+155℃ 49.9kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25120     | Basic | 0402WGF499JTCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0028 | 0.0028 | 1731686 | -55℃~+155℃ 49.9Ω 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25123     | Basic | 0402WGF5100TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0017 | 0.0017 | 2718353 | -55℃~+155℃ 50V 510Ω 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25905     | Basic | 0402WGF5101TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0024 | 0.0024 | 7312970 | -55℃~+155℃ 5.1kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25794     | Basic | 0402WGF5102TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0018 | 0.0018 | 2237451 | -55℃~+155℃ 50V 51kΩ 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C11616     | Promo | 0402WGF5103TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0049 | 0.0049 |   26089 | -55℃~+155℃ 50V 510kΩ 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25125     | Promo | 0402WGF510JTCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0040 | 0.0040 |  186438 | -55℃~+155℃ 50V 51Ω 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25908     | Promo | 0402WGF5601TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0036 | 0.0036 |  274652 | -55℃~+155℃ 5.6kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25796     | Promo | 0402WGF5602TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0033 | 0.0033 |  239259 | -55℃~+155℃ 50V 56kΩ 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25130     | Promo | 0402WGF6800TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0027 | 0.0027 |   27262 | -55℃~+155℃ 50V 62.5mW 680Ω Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25917     | Promo | 0402WGF6801TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0016 | 0.0016 |  197503 | -55℃~+155℃ 50V 6.8kΩ 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C36871     | Promo | 0402WGF6802TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0021 | 0.0021 |  292198 | -55℃~+155℃ 50V 62.5mW 68kΩ Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25918     | Promo | 0402WGF7501TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0022 | 0.0022 | 1253737 | -55℃~+155℃ 50V 62.5mW 7.5kΩ Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25798     | Promo | 0402WGF7502TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0029 | 0.0029 |   96079 | -55℃~+155℃ 50V 62.5mW 75kΩ Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25133     | Promo | 0402WGF750JTCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0029 | 0.0029 |  788935 | -55℃~+155℃ 50V 62.5mW 75Ω Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C25924     | Promo | 0402WGF8201TCE               | UNI-ROYAL(Uniroyal | 0402           | 0.0021 | 0.0021 |  206570 | -55℃~+155℃ 50V 62.5mW 8.2kΩ Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS
C21189     | Basic | 0603WAF0000T5E               | UNI-ROYAL(Uniroyal | 0603           | 0.0025 | 0.0025 | 18711363 | -55℃~+155℃ 0Ω 100mW 75V Thick Film Resistor ±1% 0603 Chip Resistor - Surface Mount ROHS
C22775     | Basic | 0603WAF1000T5E               | UNI-ROYAL(Uniroyal | 0603           | 0.0038 | 0.0038 | 12550773 | -55℃~+155℃ 100mW 100Ω 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
C21190     | Basic | 0603WAF1001T5E               | UNI-ROYAL(Uniroyal | 0603           | 0.0032 | 0.0032 | 24567569 | -55℃~+155℃ 100mW 1kΩ 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
C25804     | Basic | 0603WAF1002T5E               | UNI-ROYAL(Uniroyal | 0603           | 0.0026 | 0.0026 | 24315674 | -55℃~+155℃ 100mW 10kΩ 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
C25803     | Basic | 0603WAF1003T5E               | UNI-ROYAL(Uniroyal | 0603           | 0.0040 | 0.0040 | 23287151 | -55℃~+155℃ 100kΩ 100mW 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
C22935     | Basic | 0603WAF1004T5E               | UNI-ROYAL(Uniroyal | 0603           | 0.0023 | 0.0023 | 7547460 | -55℃~+155℃ 100mW 1MΩ 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
C7250      | Basic | 0603WAF1005T5E               | UNI-ROYAL(Uniroyal | 0603           | 0.0021 | 0.0021 |  246339 | -55℃~+155℃ 100mW 10MΩ 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
C22859     | Basic | 0603WAF100JT5E               | UNI-ROYAL(Uniroyal | 0603           | 0.0036 | 0.0036 | 8745975 | -55℃~+155℃ 100mW 10Ω 75V Thick Film Resistor ±1% ±400ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
C22936     | Basic | 0603WAF100KT5E               | UNI-ROYAL(Uniroyal | 0603           | 0.0034 | 0.0034 |  719309 | -55℃~+155℃ 100mW 1Ω 75V Thick Film Resistor ±1% ±400ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
C22764     | Promo | 0603WAF1101T5E               | UNI-ROYAL(Uniroyal | 0603           | 0.0019 | 0.0019 |  267890 | -55℃~+155℃ 1.1kΩ 100mW 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
C25950     | Promo | 0603WAF1102T5E               | UNI-ROYAL(Uniroyal | 0603           | 0.0034 | 0.0034 |  368485 | -55℃~+155℃ 100mW 11kΩ 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
C25805     | Promo | 0603WAF1103T5E               | UNI-ROYAL(Uniroyal | 0603           | 0.0055 | 0.0055 |  211984 | -55℃~+155℃ 100mW 110kΩ 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
C22787     | Basic | 0603WAF1200T5E               | UNI-ROYAL(Uniroyal | 0603           | 0.0031 | 0.0031 | 2441548 | -55℃~+155℃ 100mW 120Ω 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
C22765     | Basic | 0603WAF1201T5E               | UNI-ROYAL(Uniroyal | 0603           | 0.0042 | 0.0042 | 2232749 | -55℃~+155℃ 1.2kΩ 100mW 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
C22790     | Basic | 0603WAF1202T5E               | UNI-ROYAL(Uniroyal | 0603           | 0.0032 | 0.0032 | 1460643 | -55℃~+155℃ 100mW 12kΩ 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
C25808     | Basic | 0603WAF1203T5E               | UNI-ROYAL(Uniroyal | 0603           | 0.0021 | 0.0021 |  659059 | -55℃~+155℃ 100mW 120kΩ 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
C22797     | Basic | 0603WAF1302T5E               | UNI-ROYAL(Uniroyal | 0603           | 0.0030 | 0.0030 |  509416 | -55℃~+155℃ 100mW 13kΩ 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
C22795     | Promo | 0603WAF1303T5E               | UNI-ROYAL(Uniroyal | 0603           | 0.0019 | 0.0019 |  639844 | -55℃~+155℃ 100mW 130kΩ 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
C22808     | Basic | 0603WAF1500T5E               | UNI-ROYAL(Uniroyal | 0603           | 0.0025 | 0.0025 |  807009 | -55℃~+155℃ 100mW 150Ω 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS
